DIA,MES,ANO,HORA,MINUTO,ORIGEM,DESTINO
15,4,2014,1,24,888-888,569-307
15,4,2014,1,38,888-888,895-483
15,4,2014,2,0,777-777,518-403
15,4,2014,2,3,777-777,853-439
15,4,2014,2,18,888-888,426-972
15,4,2014,2,22,777-777,837-966
15,4,2014,2,35,999-999,139-853
15,4,2014,2,47,888-888,651-336
15,4,2014,2,52,777-777,102-704
15,4,2014,2,59,777-777,276-237
15,4,2014,3,57,999-999,540-451
15,4,2014,4,4,999-999,374-261
15,4,2014,4,12,777-777,606-969
15,4,2014,4,28,999-999,315-664
15,4,2014,4,43,777-777,175-794
15,4,2014,4,44,999-999,362-450
15,4,2014,4,46,999-999,192-992
15,4,2014,4,50,999-999,778-692
15,4,2014,4,50,999-999,180-434
15,4,2014,5,15,777-777,420-586
15,4,2014,5,19,999-999,651-336
15,4,2014,5,21,999-999,953-940
15,4,2014,5,29,888-888,545-330
15,4,2014,5,49,888-888,946-500
15,4,2014,5,49,999-999,560-747
15,4,2014,5,51,888-888,700-151
15,4,2014,5,57,888-888,638-233
15,4,2014,6,3,888-888,426-972
15,4,2014,6,6,777-777,702-839
15,4,2014,6,17,999-999,354-512
15,4,2014,6,26,999-999,407-179
15,4,2014,6,30,888-888,702-839
15,4,2014,6,31,888-888,523-638
15,4,2014,6,32,999-999,799-963
15,4,2014,6,37,777-777,952-129
15,4,2014,6,47,888-888,511-261
15,4,2014,6,49,777-777,693-046
15,4,2014,6,55,999-999,962-084
15,4,2014,7,2,999-999,374-261
15,4,2014,7,6,999-999,449-580
15,4,2014,7,13,888-888,511-261
15,4,2014,7,21,777-777,347-222
15,4,2014,7,22,777-777,290-129
15,4,2014,7,45,777-777,434-112
15,4,2014,8,11,888-888,765-650
15,4,2014,8,14,999-999,393-359
15,4,2014,8,41,888-888,667-741
15,4,2014,8,42,888-888,837-966
15,4,2014,8,46,999-999,460-290
15,4,2014,8,58,999-999,569-307
15,4,2014,9,16,999-999,102-704
15,4,2014,9,18,888-888,110-733
15,4,2014,9,31,999-999,192-992
15,4,2014,9,38,888-888,853-439
15,4,2014,9,47,777-777,186-069
15,4,2014,10,4,888-888,264-323
15,4,2014,10,17,999-999,426-972
15,4,2014,10,26,999-999,148-880
15,4,2014,10,30,888-888,290-129
15,4,2014,10,55,777-777,484-815
15,4,2014,11,5,888-888,952-129
15,4,2014,11,6,999-999,386-800
15,4,2014,11,10,999-999,290-129
15,4,2014,11,11,777-777,393-359
15,4,2014,11,27,777-777,702-839
15,4,2014,11,37,999-999,384-737
15,4,2014,11,43,888-888,347-222
15,4,2014,11,47,888-888,110-733
15,4,2014,11,48,777-777,730-977
15,4,2014,11,51,777-777,170-652
15,4,2014,11,58,999-999,347-222
15,4,2014,12,5,888-888,953-940
15,4,2014,12,56,888-888,728-994
15,4,2014,13,1,888-888,129-360
15,4,2014,13,17,999-999,203-051
15,4,2014,13,36,888-888,812-548
15,4,2014,13,36,777-777,641-926
15,4,2014,13,43,777-777,884-481
15,4,2014,13,50,999-999,523-638
15,4,2014,13,54,777-777,527-735
15,4,2014,14,1,888-888,276-237
15,4,2014,14,10,888-888,706-375
15,4,2014,14,30,888-888,470-128
15,4,2014,14,41,888-888,270-713
15,4,2014,14,47,999-999,884-481
15,4,2014,14,59,777-777,728-994
15,4,2014,14,59,888-888,374-261
15,4,2014,15,7,999-999,420-586
15,4,2014,15,23,777-777,358-198
15,4,2014,15,39,999-999,139-853
15,4,2014,15,41,777-777,962-084
15,4,2014,15,43,888-888,477-266
15,4,2014,15,59,999-999,102-704
15,4,2014,16,15,999-999,837-966
15,4,2014,16,24,999-999,651-336
15,4,2014,16,26,999-999,744-955
15,4,2014,16,38,999-999,374-261
15,4,2014,16,47,999-999,205-205
15,4,2014,16,51,777-777,468-349
15,4,2014,16,53,999-999,156-115
15,4,2014,16,58,888-888,774-014
15,4,2014,16,58,999-999,977-895
15,4,2014,16,58,777-777,420-586
15,4,2014,17,13,999-999,826-107
15,4,2014,17,22,888-888,799-963
15,4,2014,17,31,888-888,895-483
15,4,2014,17,36,999-999,347-222
15,4,2014,18,3,999-999,598-558
15,4,2014,18,3,888-888,953-940
15,4,2014,18,18,888-888,812-548
15,4,2014,18,19,777-777,814-087
15,4,2014,18,44,888-888,645-289
15,4,2014,18,46,999-999,276-237
15,4,2014,18,58,777-777,952-129
15,4,2014,18,58,999-999,449-655
15,4,2014,19,13,777-777,374-261
15,4,2014,19,38,777-777,962-084
15,4,2014,19,48,888-888,550-515
15,4,2014,19,56,999-999,550-515
15,4,2014,19,58,777-777,220-106
15,4,2014,20,6,999-999,837-966
15,4,2014,20,19,777-777,362-450
15,4,2014,20,20,777-777,990-940
15,4,2014,20,23,999-999,554-823
15,4,2014,20,26,888-888,667-741
15,4,2014,20,39,999-999,860-973
15,4,2014,20,49,777-777,729-133
15,4,2014,20,58,888-888,384-737
15,4,2014,21,0,888-888,479-476
15,4,2014,21,2,888-888,394-441
15,4,2014,21,8,999-999,799-963
15,4,2014,21,51,888-888,550-515
15,4,2014,21,53,888-888,569-307
15,4,2014,21,54,888-888,566-456
15,4,2014,21,58,777-777,180-434
15,4,2014,22,9,888-888,276-237
15,4,2014,22,13,999-999,276-237
15,4,2014,22,18,888-888,540-451
15,4,2014,22,33,999-999,598-389
15,4,2014,22,33,888-888,836-032
15,4,2014,22,42,999-999,734-320
15,4,2014,22,49,777-777,830-001
15,4,2014,22,55,888-888,734-320
15,4,2014,23,3,888-888,664-435
15,4,2014,23,11,999-999,711-811
15,4,2014,23,25,777-777,386-800
15,4,2014,23,27,777-777,705-198
15,4,2014,23,48,777-777,420-586
15,4,2014,23,55,777-777,334-388
15,4,2014,23,58,999-999,706-375
16,4,2014,0,13,777-777,530-135
16,4,2014,0,22,888-888,584-794
16,4,2014,0,28,888-888,386-800
16,4,2014,0,31,777-777,705-911
16,4,2014,0,32,999-999,566-456
16,4,2014,0,40,888-888,778-692
16,4,2014,0,52,777-777,659-340
16,4,2014,0,57,888-888,814-087
16,4,2014,1,31,777-777,540-451
16,4,2014,1,33,777-777,641-895
16,4,2014,1,46,999-999,394-441
16,4,2014,2,1,888-888,102-704
16,4,2014,2,7,888-888,946-500
16,4,2014,2,9,999-999,139-853
16,4,2014,2,16,999-999,128-973
16,4,2014,2,17,999-999,826-107
16,4,2014,2,21,777-777,705-911
16,4,2014,2,32,999-999,977-895
16,4,2014,2,35,999-999,778-692
16,4,2014,2,38,777-777,550-515
16,4,2014,3,4,999-999,139-853
16,4,2014,3,18,999-999,761-931
16,4,2014,3,24,888-888,422-699
16,4,2014,3,30,888-888,728-994
16,4,2014,3,38,999-999,374-261
16,4,2014,3,38,999-999,422-699
16,4,2014,3,51,888-888,422-699
16,4,2014,3,54,888-888,243-240
16,4,2014,3,59,999-999,128-973
16,4,2014,4,9,999-999,203-051
16,4,2014,4,26,777-777,598-558
16,4,2014,4,33,888-888,814-087
16,4,2014,4,41,999-999,645-289
16,4,2014,4,55,777-777,393-359
16,4,2014,4,57,888-888,799-963
16,4,2014,4,57,777-777,460-290
16,4,2014,5,3,888-888,511-261
16,4,2014,5,25,888-888,705-198
16,4,2014,5,35,999-999,826-107
16,4,2014,5,46,777-777,415-119
16,4,2014,6,1,777-777,354-512
16,4,2014,6,3,777-777,129-360
16,4,2014,6,6,999-999,729-133
16,4,2014,6,9,999-999,664-435
16,4,2014,6,16,777-777,434-112
16,4,2014,6,20,999-999,420-586
16,4,2014,6,48,888-888,812-548
16,4,2014,6,57,777-777,910-460
16,4,2014,7,26,777-777,220-106
16,4,2014,7,26,777-777,830-001
16,4,2014,7,39,999-999,295-838
16,4,2014,7,49,999-999,368-095
16,4,2014,7,50,999-999,484-815
16,4,2014,7,54,888-888,394-441
16,4,2014,8,2,888-888,477-266
16,4,2014,8,22,999-999,705-198
16,4,2014,8,23,888-888,309-289
16,4,2014,8,27,777-777,736-976
16,4,2014,8,29,999-999,468-349
16,4,2014,8,31,999-999,156-115
16,4,2014,8,36,777-777,374-261
16,4,2014,8,54,777-777,374-261
16,4,2014,8,55,777-777,102-704
16,4,2014,8,58,888-888,894-693
16,4,2014,9,17,888-888,914-310
16,4,2014,9,26,888-888,220-106
16,4,2014,9,32,777-777,434-112
16,4,2014,9,36,888-888,449-655
16,4,2014,9,46,777-777,836-032
16,4,2014,9,48,888-888,977-895
16,4,2014,9,48,888-888,829-984
16,4,2014,10,5,999-999,358-198
16,4,2014,10,7,777-777,830-719
16,4,2014,10,7,999-999,705-911
16,4,2014,10,15,777-777,728-994
16,4,2014,10,28,777-777,156-115
16,4,2014,10,37,999-999,828-423
16,4,2014,10,50,999-999,524-351
16,4,2014,11,10,888-888,286-218
16,4,2014,11,12,888-888,511-592
16,4,2014,11,20,777-777,829-984
16,4,2014,11,30,999-999,374-261
16,4,2014,11,31,777-777,530-135
16,4,2014,11,44,999-999,449-655
16,4,2014,11,46,888-888,264-323
16,4,2014,11,49,999-999,705-198
16,4,2014,11,55,777-777,286-218
16,4,2014,11,56,777-777,645-289
16,4,2014,12,10,777-777,651-336
16,4,2014,12,29,777-777,170-652
16,4,2014,12,32,999-999,876-218
16,4,2014,12,50,888-888,850-469
16,4,2014,13,4,999-999,290-129
16,4,2014,13,11,999-999,470-128
16,4,2014,13,36,888-888,914-310
16,4,2014,13,37,777-777,334-388
16,4,2014,13,38,999-999,110-733
16,4,2014,13,39,777-777,569-307
16,4,2014,13,45,777-777,795-375
16,4,2014,13,45,999-999,876-218
16,4,2014,13,47,888-888,521-151
16,4,2014,13,49,999-999,414-720
16,4,2014,13,52,777-777,368-095
16,4,2014,14,14,777-777,830-719
16,4,2014,14,31,888-888,914-310
16,4,2014,14,46,999-999,127-743
16,4,2014,15,4,777-777,309-289
16,4,2014,15,13,777-777,644-829
16,4,2014,15,15,888-888,470-128
16,4,2014,15,25,999-999,734-320
16,4,2014,15,38,999-999,170-652
16,4,2014,15,50,888-888,560-747
16,4,2014,15,55,777-777,693-046
16,4,2014,16,0,999-999,826-107
16,4,2014,16,9,888-888,554-823
16,4,2014,16,11,777-777,127-743
16,4,2014,16,14,888-888,812-548
16,4,2014,16,15,777-777,598-558
16,4,2014,16,15,777-777,641-895
16,4,2014,16,17,999-999,414-720
16,4,2014,16,21,888-888,437-032
16,4,2014,16,40,888-888,422-699
16,4,2014,16,47,999-999,540-451
16,4,2014,16,50,777-777,420-586
16,4,2014,16,55,777-777,668-901
16,4,2014,17,3,999-999,554-823
16,4,2014,17,5,999-999,518-403
16,4,2014,17,18,999-999,560-747
16,4,2014,17,22,888-888,131-864
16,4,2014,17,37,777-777,914-310
16,4,2014,17,38,888-888,270-713
16,4,2014,17,43,888-888,186-069
16,4,2014,17,58,777-777,426-972
16,4,2014,18,1,888-888,638-233
16,4,2014,18,5,777-777,170-652
16,4,2014,18,9,777-777,127-743
16,4,2014,18,31,777-777,705-911
16,4,2014,18,33,999-999,566-456
16,4,2014,18,41,888-888,386-800
16,4,2014,18,47,999-999,946-500
16,4,2014,18,54,777-777,829-984
16,4,2014,18,57,777-777,606-969
16,4,2014,19,8,777-777,644-829
16,4,2014,19,10,888-888,641-895
16,4,2014,19,26,888-888,415-119
16,4,2014,19,26,999-999,598-389
16,4,2014,19,45,999-999,437-032
16,4,2014,19,47,999-999,736-976
16,4,2014,20,8,999-999,415-119
16,4,2014,20,9,999-999,368-095
16,4,2014,20,12,777-777,569-307
16,4,2014,20,14,999-999,946-500
16,4,2014,20,32,777-777,407-179
16,4,2014,20,33,999-999,362-450
16,4,2014,20,35,888-888,799-963
16,4,2014,20,45,777-777,765-650
16,4,2014,21,46,888-888,641-895
16,4,2014,21,51,777-777,362-450
16,4,2014,21,56,999-999,668-901
16,4,2014,22,3,777-777,102-704
16,4,2014,22,5,777-777,711-811
16,4,2014,22,10,888-888,606-969
16,4,2014,22,18,777-777,494-318
16,4,2014,22,19,999-999,659-340
16,4,2014,22,38,888-888,884-481
16,4,2014,23,16,888-888,645-289
16,4,2014,23,18,777-777,270-713
16,4,2014,23,21,999-999,540-451
16,4,2014,23,33,888-888,437-032
16,4,2014,23,39,888-888,853-439
16,4,2014,23,51,999-999,243-240
16,4,2014,23,58,777-777,550-515
17,4,2014,0,2,999-999,096-996
17,4,2014,0,9,777-777,830-719
17,4,2014,0,34,888-888,441-856
17,4,2014,0,42,999-999,550-515
17,4,2014,1,11,888-888,441-856
17,4,2014,1,18,777-777,606-969
17,4,2014,1,19,888-888,734-320
17,4,2014,1,20,999-999,215-621
17,4,2014,1,22,777-777,102-704
17,4,2014,1,31,888-888,853-439
17,4,2014,1,35,777-777,728-994
17,4,2014,1,48,888-888,393-359
17,4,2014,2,4,999-999,895-483
17,4,2014,2,18,999-999,664-435
17,4,2014,2,23,999-999,566-456
17,4,2014,2,23,999-999,744-955
17,4,2014,2,25,999-999,569-307
17,4,2014,2,35,777-777,560-747
17,4,2014,2,51,777-777,264-323
17,4,2014,2,53,777-777,676-556
17,4,2014,2,58,888-888,550-515
17,4,2014,3,11,888-888,884-481
17,4,2014,3,18,777-777,096-996
17,4,2014,3,36,888-888,765-650
17,4,2014,3,43,999-999,414-720
17,4,2014,4,2,777-777,641-895
17,4,2014,4,3,777-777,853-439
17,4,2014,4,8,777-777,384-737
17,4,2014,4,35,999-999,953-940
17,4,2014,4,58,888-888,953-940
17,4,2014,5,2,777-777,479-476
17,4,2014,5,11,999-999,606-969
17,4,2014,5,14,999-999,778-383
17,4,2014,5,28,888-888,584-794
17,4,2014,5,28,888-888,953-940
17,4,2014,5,32,777-777,606-969
17,4,2014,5,35,888-888,414-720
17,4,2014,5,43,999-999,175-794
17,4,2014,5,50,888-888,705-198
17,4,2014,5,55,888-888,664-435
17,4,2014,6,3,888-888,894-693
17,4,2014,6,14,777-777,133-919
17,4,2014,6,29,999-999,668-901
17,4,2014,6,44,888-888,414-720
17,4,2014,6,49,888-888,185-652
17,4,2014,6,56,777-777,829-984
17,4,2014,6,59,777-777,160-939
17,4,2014,7,1,888-888,180-434
17,4,2014,7,2,777-777,736-976
17,4,2014,7,6,777-777,096-996
17,4,2014,7,16,999-999,110-733
17,4,2014,8,3,999-999,990-940
17,4,2014,8,3,999-999,952-129
17,4,2014,8,4,999-999,460-290
17,4,2014,8,9,777-777,407-179
17,4,2014,8,10,888-888,530-135
17,4,2014,8,32,777-777,521-151
17,4,2014,8,36,999-999,128-973
17,4,2014,8,37,777-777,676-556
17,4,2014,8,44,888-888,705-911
17,4,2014,9,1,888-888,315-664
17,4,2014,9,12,777-777,638-077
17,4,2014,9,13,777-777,566-456
17,4,2014,9,18,777-777,830-001
17,4,2014,9,42,999-999,778-383
17,4,2014,9,45,888-888,394-441
17,4,2014,9,50,777-777,470-128
17,4,2014,9,50,999-999,394-441
17,4,2014,9,54,888-888,836-032
17,4,2014,9,58,777-777,205-205
17,4,2014,10,15,777-777,953-940
17,4,2014,10,17,777-777,795-375
17,4,2014,10,17,999-999,709-539
17,4,2014,10,30,777-777,295-838
17,4,2014,10,33,999-999,131-864
17,4,2014,10,36,888-888,700-151
17,4,2014,10,49,999-999,540-451
17,4,2014,10,52,888-888,910-460
17,4,2014,11,7,888-888,479-476
17,4,2014,11,9,999-999,441-856
17,4,2014,11,11,999-999,693-046
17,4,2014,11,23,888-888,700-151
17,4,2014,11,32,999-999,814-087
17,4,2014,11,37,888-888,705-198
17,4,2014,11,39,777-777,540-451
17,4,2014,12,2,999-999,598-389
17,4,2014,12,5,999-999,220-106
17,4,2014,12,9,999-999,276-237
17,4,2014,12,14,999-999,830-001
17,4,2014,12,15,999-999,133-919
17,4,2014,12,32,777-777,554-823
17,4,2014,12,33,777-777,850-469
17,4,2014,12,46,888-888,368-095
17,4,2014,12,59,777-777,449-580
17,4,2014,13,0,999-999,449-580
17,4,2014,13,4,777-777,651-336
17,4,2014,13,9,999-999,358-198
17,4,2014,13,16,999-999,711-811
17,4,2014,13,25,999-999,729-133
17,4,2014,13,25,777-777,449-580
17,4,2014,14,3,999-999,554-823
17,4,2014,14,4,999-999,420-586
17,4,2014,14,8,999-999,641-926
17,4,2014,14,22,777-777,860-973
17,4,2014,14,36,777-777,160-939
17,4,2014,15,3,888-888,449-580
17,4,2014,15,8,777-777,812-548
17,4,2014,15,10,999-999,139-853
17,4,2014,15,13,777-777,730-977
17,4,2014,15,20,777-777,180-434
17,4,2014,15,22,888-888,521-151
17,4,2014,15,32,888-888,910-460
17,4,2014,15,52,999-999,540-451
17,4,2014,15,53,999-999,415-119
17,4,2014,16,10,888-888,895-483
17,4,2014,16,34,777-777,470-128
17,4,2014,16,37,777-777,659-340
17,4,2014,16,59,777-777,659-340
17,4,2014,17,1,999-999,414-720
17,4,2014,17,9,888-888,290-129
17,4,2014,17,14,999-999,131-864
17,4,2014,17,16,888-888,180-434
17,4,2014,17,25,888-888,706-375
17,4,2014,17,26,999-999,778-692
17,4,2014,17,31,999-999,829-984
17,4,2014,17,44,777-777,205-205
17,4,2014,17,44,888-888,148-880
17,4,2014,17,46,888-888,570-391
17,4,2014,17,46,777-777,264-323
17,4,2014,17,54,777-777,729-133
17,4,2014,17,54,888-888,518-403
17,4,2014,17,55,777-777,384-737
17,4,2014,17,59,777-777,148-880
17,4,2014,18,0,888-888,729-133
17,4,2014,18,5,777-777,422-699
17,4,2014,18,5,777-777,953-940
17,4,2014,18,29,777-777,315-664
17,4,2014,18,31,888-888,460-290
17,4,2014,18,40,888-888,368-095
17,4,2014,18,42,777-777,667-741
17,4,2014,18,44,888-888,449-580
17,4,2014,18,45,777-777,523-638
17,4,2014,18,46,999-999,598-558
17,4,2014,19,4,777-777,286-218
17,4,2014,19,9,999-999,702-839
17,4,2014,19,18,999-999,192-992
17,4,2014,19,23,999-999,645-289
17,4,2014,19,33,777-777,570-391
17,4,2014,19,42,888-888,527-735
17,4,2014,19,42,888-888,139-853
17,4,2014,19,50,888-888,709-539
17,4,2014,19,52,777-777,148-880
17,4,2014,19,55,888-888,186-069
17,4,2014,20,2,999-999,814-087
17,4,2014,20,7,999-999,566-456
17,4,2014,20,41,777-777,434-112
17,4,2014,20,53,777-777,884-481
17,4,2014,20,58,888-888,110-733
17,4,2014,21,7,888-888,276-237
17,4,2014,21,19,888-888,910-460
17,4,2014,21,19,777-777,249-168
17,4,2014,21,22,999-999,521-151
17,4,2014,21,38,888-888,186-069
17,4,2014,21,43,777-777,368-095
17,4,2014,21,48,888-888,185-652
17,4,2014,21,51,888-888,414-720
17,4,2014,21,53,888-888,131-864
17,4,2014,21,55,999-999,203-051
17,4,2014,21,56,999-999,160-939
17,4,2014,22,5,777-777,829-984
17,4,2014,22,8,888-888,422-699
17,4,2014,22,15,999-999,651-336
17,4,2014,22,37,999-999,598-558
17,4,2014,22,46,999-999,730-977
17,4,2014,22,47,777-777,192-992
17,4,2014,22,47,777-777,128-973
17,4,2014,22,52,999-999,131-864
17,4,2014,23,27,777-777,651-336
17,4,2014,23,29,888-888,131-864
17,4,2014,23,32,888-888,494-318
17,4,2014,23,40,777-777,276-237
17,4,2014,23,43,888-888,523-638
17,4,2014,23,47,777-777,518-403
17,4,2014,23,55,888-888,243-240
18,4,2014,0,1,888-888,362-450
18,4,2014,0,5,888-888,734-320
18,4,2014,0,10,777-777,664-435
18,4,2014,0,15,888-888,127-743
18,4,2014,0,23,888-888,914-310
18,4,2014,0,37,777-777,990-940
18,4,2014,0,42,999-999,407-179
18,4,2014,0,50,777-777,315-664
18,4,2014,1,0,999-999,765-650
18,4,2014,1,2,999-999,295-838
18,4,2014,1,14,777-777,570-391
18,4,2014,1,30,888-888,170-652
18,4,2014,1,46,999-999,853-439
18,4,2014,2,21,777-777,185-652
18,4,2014,3,17,888-888,384-737
18,4,2014,3,20,777-777,560-747
18,4,2014,3,41,999-999,270-713
18,4,2014,3,46,888-888,728-994
18,4,2014,4,2,777-777,420-586
18,4,2014,4,3,777-777,659-340
18,4,2014,4,6,999-999,606-969
18,4,2014,4,20,888-888,185-652
18,4,2014,4,23,999-999,850-469
18,4,2014,4,33,999-999,347-222
18,4,2014,4,54,888-888,693-046
18,4,2014,5,34,777-777,834-103
18,4,2014,5,35,777-777,460-290
18,4,2014,5,43,999-999,651-336
18,4,2014,5,46,888-888,554-823
18,4,2014,6,21,999-999,850-469
18,4,2014,6,42,777-777,205-205
18,4,2014,6,50,999-999,812-548
18,4,2014,7,19,999-999,180-434
18,4,2014,7,24,888-888,705-911
18,4,2014,7,33,777-777,270-713
18,4,2014,7,33,999-999,693-046
18,4,2014,8,13,777-777,706-375
18,4,2014,8,13,888-888,598-558
18,4,2014,8,13,777-777,484-815
18,4,2014,8,23,999-999,894-693
18,4,2014,8,24,999-999,524-351
18,4,2014,8,28,999-999,129-360
18,4,2014,8,33,999-999,700-151
18,4,2014,8,40,777-777,129-360
18,4,2014,8,48,888-888,422-699
18,4,2014,8,53,777-777,953-940
18,4,2014,8,58,777-777,407-179
18,4,2014,9,5,888-888,829-984
18,4,2014,9,6,999-999,545-330
18,4,2014,9,16,888-888,550-515
18,4,2014,9,51,999-999,185-652
18,4,2014,10,3,777-777,422-699
18,4,2014,10,7,999-999,384-737
18,4,2014,10,14,888-888,761-931
18,4,2014,10,21,888-888,470-128
18,4,2014,10,24,888-888,736-976
18,4,2014,10,41,888-888,449-655
18,4,2014,10,43,999-999,309-289
18,4,2014,11,5,999-999,384-737
18,4,2014,11,9,777-777,518-403
18,4,2014,11,19,888-888,407-179
18,4,2014,11,19,888-888,511-261
18,4,2014,11,27,999-999,651-336
18,4,2014,11,31,888-888,449-580
18,4,2014,11,32,888-888,511-261
18,4,2014,11,42,999-999,205-205
18,4,2014,11,50,888-888,393-359
18,4,2014,11,54,888-888,129-360
18,4,2014,11,56,888-888,598-389
18,4,2014,11,56,999-999,426-972
18,4,2014,12,0,777-777,702-839
18,4,2014,12,4,777-777,778-692
18,4,2014,12,13,777-777,550-515
18,4,2014,12,25,888-888,837-966
18,4,2014,12,26,888-888,422-699
18,4,2014,12,28,888-888,977-895
18,4,2014,12,49,888-888,584-794
18,4,2014,12,51,777-777,910-460
18,4,2014,12,58,888-888,362-450
18,4,2014,13,0,777-777,156-115
18,4,2014,13,3,999-999,394-441
18,4,2014,13,40,777-777,860-973
18,4,2014,13,44,888-888,368-095
18,4,2014,13,53,888-888,598-389
18,4,2014,13,53,999-999,511-261
18,4,2014,14,2,999-999,518-403
18,4,2014,14,27,777-777,550-515
18,4,2014,14,36,777-777,946-500
18,4,2014,14,45,888-888,651-336
18,4,2014,14,52,888-888,702-839
18,4,2014,14,57,777-777,645-289
18,4,2014,15,23,777-777,215-621
18,4,2014,15,26,777-777,203-051
18,4,2014,15,31,777-777,853-439
18,4,2014,15,35,888-888,834-103
18,4,2014,15,46,777-777,347-222
18,4,2014,15,56,999-999,829-984
18,4,2014,16,7,777-777,437-032
18,4,2014,16,12,888-888,709-539
18,4,2014,16,14,777-777,744-955
18,4,2014,16,24,999-999,761-931
18,4,2014,16,32,999-999,186-069
18,4,2014,16,47,777-777,914-310
18,4,2014,16,48,999-999,393-359
18,4,2014,16,54,777-777,131-864
18,4,2014,16,57,888-888,127-743
18,4,2014,17,0,777-777,977-895
18,4,2014,17,9,888-888,795-375
18,4,2014,17,31,888-888,215-621
18,4,2014,17,38,999-999,131-864
18,4,2014,18,1,777-777,110-733
18,4,2014,18,13,999-999,374-261
18,4,2014,18,17,999-999,203-051
18,4,2014,18,20,888-888,761-931
18,4,2014,18,22,999-999,347-222
18,4,2014,18,40,888-888,205-205
18,4,2014,18,49,777-777,946-500
18,4,2014,19,10,888-888,393-359
18,4,2014,19,10,888-888,676-556
18,4,2014,19,20,888-888,828-423
18,4,2014,19,27,888-888,876-218
18,4,2014,19,47,777-777,700-151
18,4,2014,19,58,777-777,910-460
18,4,2014,20,10,888-888,530-135
18,4,2014,20,10,888-888,910-460
18,4,2014,20,13,999-999,518-403
18,4,2014,20,19,888-888,545-330
18,4,2014,20,27,888-888,384-737
18,4,2014,20,37,777-777,131-864
18,4,2014,20,39,888-888,946-500
18,4,2014,20,46,888-888,644-829
18,4,2014,20,59,999-999,598-389
18,4,2014,21,19,999-999,953-940
18,4,2014,21,29,999-999,734-320
18,4,2014,21,45,888-888,689-975
18,4,2014,22,5,999-999,470-128
18,4,2014,22,14,888-888,386-800
18,4,2014,22,22,777-777,175-794
18,4,2014,22,37,888-888,812-548
18,4,2014,23,11,777-777,286-218
18,4,2014,23,13,888-888,131-864
18,4,2014,23,31,777-777,736-976
18,4,2014,23,42,777-777,834-103
19,4,2014,1,0,999-999,569-307
19,4,2014,1,17,999-999,276-237
19,4,2014,1,19,888-888,334-388
19,4,2014,1,25,777-777,358-198
19,4,2014,1,26,777-777,131-864
19,4,2014,1,27,777-777,829-984
19,4,2014,1,33,777-777,728-994
19,4,2014,1,38,999-999,511-592
19,4,2014,1,48,777-777,394-441
19,4,2014,1,50,777-777,705-911
19,4,2014,1,56,999-999,420-586
19,4,2014,1,59,777-777,836-032
19,4,2014,2,10,888-888,705-911
19,4,2014,2,32,888-888,830-001
19,4,2014,2,57,888-888,148-880
19,4,2014,3,4,777-777,645-289
19,4,2014,3,32,777-777,315-664
19,4,2014,3,38,777-777,205-205
19,4,2014,4,0,777-777,205-205
19,4,2014,4,4,888-888,829-984
19,4,2014,4,16,888-888,243-240
19,4,2014,4,29,999-999,606-969
19,4,2014,4,29,888-888,730-977
19,4,2014,5,3,777-777,170-652
19,4,2014,5,4,888-888,836-032
19,4,2014,5,6,888-888,711-811
19,4,2014,5,28,999-999,205-205
19,4,2014,5,40,888-888,668-901
19,4,2014,5,56,777-777,205-205
19,4,2014,6,3,999-999,175-794
19,4,2014,6,4,888-888,110-733
19,4,2014,6,16,999-999,524-351
19,4,2014,6,26,777-777,795-375
19,4,2014,6,35,888-888,220-106
19,4,2014,6,45,888-888,110-733
19,4,2014,6,57,999-999,860-973
19,4,2014,7,20,888-888,374-261
19,4,2014,7,22,999-999,953-940
19,4,2014,7,22,999-999,133-919
19,4,2014,7,27,777-777,527-735
19,4,2014,7,35,777-777,096-996
19,4,2014,7,50,999-999,774-014
19,4,2014,8,12,777-777,540-451
19,4,2014,8,13,888-888,990-940
19,4,2014,8,21,888-888,524-351
19,4,2014,8,26,888-888,706-375
19,4,2014,8,46,999-999,700-151
19,4,2014,8,49,999-999,700-151
19,4,2014,8,50,777-777,836-032
19,4,2014,9,12,999-999,837-966
19,4,2014,9,26,999-999,990-940
19,4,2014,9,27,888-888,477-266
19,4,2014,9,41,888-888,449-655
19,4,2014,9,57,777-777,641-926
19,4,2014,10,21,777-777,347-222
19,4,2014,10,21,777-777,761-931
19,4,2014,10,40,999-999,693-046
19,4,2014,10,53,777-777,554-823
19,4,2014,11,7,999-999,243-240
19,4,2014,11,16,888-888,744-955
19,4,2014,11,26,777-777,693-046
19,4,2014,11,26,777-777,778-383
19,4,2014,11,39,999-999,394-441
19,4,2014,11,45,999-999,711-811
19,4,2014,11,45,888-888,426-972
19,4,2014,12,11,777-777,358-198
19,4,2014,12,13,777-777,334-388
19,4,2014,12,25,777-777,347-222
19,4,2014,12,30,999-999,386-800
19,4,2014,12,41,999-999,441-856
19,4,2014,12,43,888-888,449-580
19,4,2014,12,50,999-999,606-969
19,4,2014,13,0,888-888,384-737
19,4,2014,13,13,999-999,667-741
19,4,2014,13,14,999-999,584-794
19,4,2014,13,18,777-777,850-469
19,4,2014,13,22,777-777,264-323
19,4,2014,13,37,999-999,527-735
19,4,2014,13,56,999-999,384-737
19,4,2014,14,6,888-888,668-901
19,4,2014,14,10,777-777,460-290
19,4,2014,14,14,777-777,654-531
19,4,2014,14,25,888-888,894-693
19,4,2014,14,29,777-777,185-652
19,4,2014,14,52,777-777,654-531
19,4,2014,15,2,777-777,734-320
