DATA,HORA,ORIGEM,DESTINO,TR
23/04/2014,14:00:00,777-777,860-973,F
23/04/2014,14:06:00,777-777,659-340,I
23/04/2014,14:22:00,777-777,659-340,F
23/04/2014,14:38:00,999-999,309-289,F
23/04/2014,14:51:00,999-999,477-266,I
23/04/2014,15:05:00,777-777,667-741,I
23/04/2014,15:05:00,888-888,606-969,I
23/04/2014,15:06:00,999-999,477-266,F
23/04/2014,15:15:00,777-777,667-741,F
23/04/2014,15:17:00,999-999,127-743,I
23/04/2014,15:26:00,999-999,127-743,F
23/04/2014,15:35:00,999-999,441-856,I
23/04/2014,15:41:00,777-777,560-747,I
23/04/2014,15:49:00,999-999,441-856,F
23/04/2014,15:51:00,888-888,606-969,F
23/04/2014,15:51:00,888-888,386-800,I
23/04/2014,16:32:00,888-888,386-800,F
23/04/2014,16:35:00,999-999,728-994,I
23/04/2014,16:41:00,777-777,560-747,F
23/04/2014,16:45:00,888-888,705-911,I
23/04/2014,16:48:00,777-777,799-963,I
23/04/2014,16:51:00,999-999,728-994,F
23/04/2014,16:54:00,999-999,702-839,I
23/04/2014,16:55:00,777-777,799-963,F
23/04/2014,17:00:00,999-999,702-839,F
23/04/2014,17:08:00,999-999,644-829,I
23/04/2014,17:47:00,999-999,644-829,F
23/04/2014,17:51:00,888-888,705-911,F
23/04/2014,18:28:00,999-999,160-939,I
23/04/2014,18:48:00,888-888,702-839,I
23/04/2014,18:51:00,888-888,702-839,F
23/04/2014,19:00:00,888-888,295-838,I
23/04/2014,19:17:00,999-999,160-939,F
23/04/2014,19:26:00,777-777,540-451,I
23/04/2014,19:27:00,888-888,295-838,F
23/04/2014,19:31:00,999-999,828-423,I
23/04/2014,19:32:00,777-777,540-451,F
23/04/2014,20:06:00,888-888,651-336,I
23/04/2014,20:10:00,777-777,394-441,I
23/04/2014,20:13:00,888-888,651-336,F
23/04/2014,20:24:00,888-888,651-336,I
23/04/2014,20:24:00,777-777,394-441,F
23/04/2014,20:26:00,888-888,651-336,F
23/04/2014,20:26:00,999-999,828-423,F
23/04/2014,20:31:00,777-777,795-375,I
23/04/2014,20:38:00,999-999,826-107,I
23/04/2014,20:44:00,888-888,426-972,I
23/04/2014,21:15:00,888-888,426-972,F
23/04/2014,21:16:00,999-999,826-107,F
23/04/2014,21:34:00,777-777,795-375,F
23/04/2014,21:39:00,888-888,705-911,I
23/04/2014,21:40:00,888-888,705-911,F
23/04/2014,21:58:00,888-888,598-558,I
23/04/2014,22:03:00,888-888,598-558,F
23/04/2014,22:03:00,999-999,420-586,I
23/04/2014,22:23:00,888-888,668-901,I
23/04/2014,22:25:00,888-888,668-901,F
23/04/2014,22:40:00,777-777,826-107,I
23/04/2014,22:40:00,888-888,837-966,I
23/04/2014,22:49:00,777-777,826-107,F
23/04/2014,22:52:00,888-888,837-966,F
23/04/2014,23:21:00,999-999,420-586,F
23/04/2014,23:36:00,999-999,837-966,I
23/04/2014,23:57:00,777-777,415-119,I
24/04/2014,00:09:00,777-777,415-119,F
24/04/2014,00:49:00,777-777,264-323,I
24/04/2014,01:06:00,888-888,736-976,I
24/04/2014,01:25:00,777-777,264-323,F
24/04/2014,01:38:00,777-777,170-652,I
24/04/2014,01:50:00,777-777,170-652,F
24/04/2014,01:59:00,888-888,736-976,F
24/04/2014,02:11:00,777-777,110-733,I
24/04/2014,02:18:00,888-888,437-032,I
24/04/2014,02:24:00,999-999,837-966,F
24/04/2014,02:31:00,999-999,894-693,I
24/04/2014,02:31:00,777-777,110-733,F
24/04/2014,02:39:00,777-777,530-135,I
24/04/2014,02:40:00,777-777,530-135,F
24/04/2014,02:43:00,777-777,638-077,I
24/04/2014,02:52:00,999-999,894-693,F
24/04/2014,02:58:00,999-999,102-704,I
24/04/2014,03:01:00,999-999,102-704,F
24/04/2014,03:11:00,999-999,853-439,I
24/04/2014,03:20:00,777-777,638-077,F
24/04/2014,03:23:00,777-777,641-895,I
24/04/2014,03:24:00,888-888,437-032,F
24/04/2014,03:42:00,888-888,441-856,I
24/04/2014,03:45:00,999-999,853-439,F
24/04/2014,03:49:00,888-888,441-856,F
24/04/2014,03:57:00,777-777,641-895,F
24/04/2014,04:00:00,888-888,689-975,I
24/04/2014,04:04:00,999-999,192-992,I
24/04/2014,04:12:00,999-999,192-992,F
24/04/2014,04:20:00,999-999,270-713,I
24/04/2014,04:27:00,888-888,689-975,F
24/04/2014,04:28:00,777-777,545-330,I
24/04/2014,04:31:00,888-888,729-133,I
24/04/2014,04:46:00,999-999,270-713,F
24/04/2014,04:56:00,999-999,131-864,I
24/04/2014,04:59:00,888-888,729-133,F
24/04/2014,05:05:00,777-777,545-330,F
24/04/2014,05:22:00,999-999,131-864,F
24/04/2014,05:35:00,888-888,479-476,I
24/04/2014,05:43:00,777-777,667-741,I
24/04/2014,05:44:00,888-888,479-476,F
24/04/2014,05:51:00,777-777,667-741,F
24/04/2014,05:52:00,999-999,812-548,I
24/04/2014,05:52:00,777-777,129-360,I
24/04/2014,06:00:00,888-888,110-733,I
24/04/2014,06:03:00,999-999,812-548,F
24/04/2014,06:38:00,999-999,910-460,I
24/04/2014,06:58:00,777-777,129-360,F
24/04/2014,07:47:00,999-999,910-460,F
24/04/2014,07:53:00,888-888,110-733,F
24/04/2014,08:22:00,888-888,554-823,I
24/04/2014,08:26:00,777-777,215-621,I
24/04/2014,08:31:00,777-777,215-621,F
24/04/2014,08:50:00,888-888,554-823,F
24/04/2014,09:13:00,777-777,530-135,I
24/04/2014,09:29:00,999-999,894-693,I
24/04/2014,09:30:00,777-777,530-135,F
24/04/2014,09:31:00,777-777,414-720,I
24/04/2014,09:34:00,777-777,414-720,F
24/04/2014,09:41:00,999-999,894-693,F
24/04/2014,09:56:00,777-777,530-135,I
24/04/2014,09:59:00,888-888,521-151,I
24/04/2014,09:59:00,888-888,521-151,F
24/04/2014,10:35:00,777-777,530-135,F
24/04/2014,10:39:00,777-777,545-330,I
24/04/2014,10:54:00,777-777,545-330,F
24/04/2014,11:06:00,999-999,540-451,I
24/04/2014,11:10:00,777-777,884-481,I
24/04/2014,11:16:00,777-777,884-481,F
24/04/2014,11:33:00,777-777,127-743,I
24/04/2014,11:50:00,888-888,709-539,I
24/04/2014,11:56:00,999-999,540-451,F
24/04/2014,12:03:00,888-888,709-539,F
24/04/2014,12:06:00,777-777,127-743,F
24/04/2014,12:20:00,999-999,799-963,I
24/04/2014,12:20:00,888-888,706-375,I
24/04/2014,12:25:00,999-999,799-963,F
24/04/2014,12:27:00,777-777,830-719,I
24/04/2014,12:34:00,777-777,830-719,F
24/04/2014,12:42:00,777-777,420-586,I
24/04/2014,13:10:00,999-999,127-743,I
24/04/2014,13:12:00,777-777,420-586,F
24/04/2014,13:20:00,999-999,127-743,F
24/04/2014,13:37:00,777-777,778-692,I
24/04/2014,13:41:00,888-888,706-375,F
24/04/2014,13:51:00,888-888,664-435,I
24/04/2014,13:52:00,999-999,853-439,I
24/04/2014,13:54:00,888-888,664-435,F
24/04/2014,14:12:00,999-999,853-439,F
24/04/2014,14:12:00,888-888,795-375,I
24/04/2014,14:14:00,999-999,415-119,I
24/04/2014,14:15:00,777-777,778-692,F
24/04/2014,14:17:00,999-999,415-119,F
24/04/2014,14:25:00,888-888,795-375,F
24/04/2014,14:30:00,777-777,460-290,I
24/04/2014,14:35:00,777-777,460-290,F
24/04/2014,14:38:00,888-888,795-375,I
24/04/2014,14:39:00,777-777,795-375,I
24/04/2014,14:45:00,999-999,384-737,I
24/04/2014,15:11:00,999-999,384-737,F
24/04/2014,15:17:00,999-999,185-652,I
24/04/2014,15:26:00,888-888,795-375,F
24/04/2014,15:36:00,999-999,185-652,F
24/04/2014,15:45:00,777-777,795-375,F
24/04/2014,16:00:00,888-888,477-266,I
24/04/2014,16:06:00,777-777,709-539,I
24/04/2014,16:11:00,777-777,709-539,F
24/04/2014,16:15:00,777-777,160-939,I
24/04/2014,16:20:00,999-999,853-439,I
24/04/2014,16:36:00,999-999,853-439,F
24/04/2014,16:38:00,777-777,160-939,F
24/04/2014,17:06:00,999-999,527-735,I
24/04/2014,17:07:00,888-888,477-266,F
24/04/2014,17:16:00,777-777,560-747,I
24/04/2014,17:26:00,777-777,560-747,F
24/04/2014,17:54:00,999-999,527-735,F
24/04/2014,18:12:00,999-999,812-548,I
24/04/2014,18:18:00,777-777,437-032,I
24/04/2014,18:32:00,999-999,812-548,F
24/04/2014,18:54:00,777-777,437-032,F
24/04/2014,19:19:00,888-888,830-719,I
24/04/2014,19:20:00,777-777,830-719,I
24/04/2014,20:02:00,888-888,830-719,F
24/04/2014,20:10:00,999-999,761-931,I
24/04/2014,20:23:00,888-888,420-586,I
24/04/2014,20:23:00,999-999,761-931,F
24/04/2014,20:26:00,777-777,830-719,F
24/04/2014,20:35:00,888-888,420-586,F
24/04/2014,20:35:00,777-777,354-512,I
24/04/2014,20:35:00,777-777,354-512,F
24/04/2014,20:37:00,999-999,407-179,I
24/04/2014,20:47:00,777-777,249-168,I
24/04/2014,21:00:00,777-777,249-168,F
24/04/2014,21:01:00,888-888,384-737,I
24/04/2014,21:06:00,999-999,407-179,F
24/04/2014,21:12:00,777-777,952-129,I
24/04/2014,21:23:00,777-777,952-129,F
24/04/2014,21:25:00,777-777,524-351,I
24/04/2014,21:51:00,777-777,524-351,F
24/04/2014,22:04:00,888-888,384-737,F
24/04/2014,22:08:00,999-999,477-266,I
24/04/2014,22:08:00,888-888,185-652,I
24/04/2014,22:13:00,999-999,477-266,F
24/04/2014,22:19:00,888-888,185-652,F
24/04/2014,22:25:00,999-999,799-963,I
24/04/2014,22:35:00,999-999,799-963,F
24/04/2014,22:41:00,888-888,185-652,I
24/04/2014,23:06:00,777-777,598-389,I
24/04/2014,23:07:00,999-999,186-069,I
24/04/2014,23:09:00,777-777,598-389,F
24/04/2014,23:17:00,888-888,185-652,F
24/04/2014,23:21:00,777-777,180-434,I
24/04/2014,23:35:00,777-777,180-434,F
25/04/2014,00:00:00,777-777,778-383,I
25/04/2014,00:10:00,777-777,778-383,F
25/04/2014,00:19:00,888-888,774-014,I
25/04/2014,00:26:00,888-888,774-014,F
25/04/2014,00:41:00,777-777,205-205,I
25/04/2014,00:48:00,777-777,205-205,F
25/04/2014,01:22:00,888-888,175-794,I
25/04/2014,01:22:00,999-999,186-069,F
25/04/2014,01:29:00,888-888,175-794,F
25/04/2014,01:33:00,777-777,205-205,I
25/04/2014,01:35:00,999-999,689-975,I
25/04/2014,01:37:00,999-999,689-975,F
25/04/2014,01:37:00,777-777,205-205,F
25/04/2014,01:42:00,777-777,414-720,I
25/04/2014,01:42:00,888-888,468-349,I
25/04/2014,01:46:00,777-777,414-720,F
25/04/2014,01:54:00,888-888,468-349,F
25/04/2014,02:05:00,999-999,110-733,I
25/04/2014,02:09:00,777-777,139-853,I
25/04/2014,02:18:00,888-888,449-655,I
25/04/2014,02:20:00,777-777,139-853,F
25/04/2014,02:31:00,888-888,449-655,F
25/04/2014,03:30:00,888-888,511-592,I
25/04/2014,03:35:00,999-999,110-733,F
25/04/2014,03:39:00,999-999,270-713,I
25/04/2014,03:43:00,888-888,511-592,F
25/04/2014,03:45:00,999-999,270-713,F
25/04/2014,03:52:00,888-888,524-351,I
25/04/2014,03:53:00,777-777,437-032,I
25/04/2014,04:02:00,777-777,437-032,F
25/04/2014,04:08:00,999-999,895-483,I
25/04/2014,04:28:00,999-999,895-483,F
25/04/2014,04:35:00,777-777,702-839,I
25/04/2014,04:55:00,777-777,702-839,F
25/04/2014,05:02:00,999-999,814-087,I
25/04/2014,05:14:00,999-999,814-087,F
25/04/2014,05:31:00,888-888,524-351,F
25/04/2014,05:47:00,999-999,362-450,I
25/04/2014,05:48:00,777-777,309-289,I
25/04/2014,05:52:00,888-888,659-340,I
25/04/2014,06:01:00,999-999,362-450,F
25/04/2014,06:08:00,999-999,641-895,I
25/04/2014,06:13:00,888-888,659-340,F
25/04/2014,06:18:00,999-999,641-895,F
25/04/2014,06:29:00,888-888,837-966,I
25/04/2014,06:31:00,777-777,309-289,F
25/04/2014,06:34:00,999-999,185-652,I
25/04/2014,06:54:00,999-999,185-652,F
25/04/2014,07:09:00,999-999,477-266,I
25/04/2014,07:11:00,999-999,477-266,F
25/04/2014,07:17:00,999-999,160-939,I
25/04/2014,07:22:00,888-888,837-966,F
25/04/2014,07:30:00,999-999,160-939,F
25/04/2014,07:35:00,999-999,407-179,I
25/04/2014,07:51:00,777-777,638-077,I
25/04/2014,07:52:00,999-999,407-179,F
25/04/2014,07:57:00,777-777,638-077,F
25/04/2014,07:58:00,888-888,148-880,I
25/04/2014,07:59:00,888-888,148-880,F
25/04/2014,08:12:00,888-888,826-107,I
25/04/2014,08:17:00,777-777,415-119,I
25/04/2014,08:19:00,888-888,826-107,F
25/04/2014,08:20:00,999-999,566-456,I
25/04/2014,08:21:00,999-999,566-456,F
25/04/2014,08:26:00,888-888,180-434,I
25/04/2014,08:30:00,999-999,407-179,I
25/04/2014,09:19:00,777-777,415-119,F
25/04/2014,09:38:00,999-999,407-179,F
25/04/2014,09:48:00,888-888,180-434,F
25/04/2014,10:25:00,777-777,175-794,I
25/04/2014,10:28:00,888-888,734-320,I
25/04/2014,10:35:00,888-888,734-320,F
25/04/2014,10:38:00,999-999,139-853,I
25/04/2014,10:47:00,888-888,826-107,I
25/04/2014,11:19:00,777-777,175-794,F
25/04/2014,11:20:00,888-888,826-107,F
25/04/2014,11:42:00,999-999,139-853,F
25/04/2014,11:59:00,999-999,876-218,I
25/04/2014,12:10:00,777-777,570-391,I
25/04/2014,12:16:00,888-888,895-483,I
25/04/2014,12:29:00,999-999,876-218,F
25/04/2014,12:32:00,777-777,570-391,F
25/04/2014,12:37:00,888-888,895-483,F
25/04/2014,12:52:00,999-999,170-652,I
25/04/2014,13:33:00,888-888,795-375,I
25/04/2014,13:43:00,999-999,170-652,F
25/04/2014,13:52:00,777-777,128-973,I
25/04/2014,13:59:00,888-888,795-375,F
25/04/2014,14:13:00,999-999,837-966,I
25/04/2014,14:31:00,777-777,128-973,F
25/04/2014,14:40:00,888-888,689-975,I
25/04/2014,15:16:00,777-777,470-128,I
25/04/2014,15:33:00,888-888,689-975,F
25/04/2014,15:48:00,888-888,668-901,I
25/04/2014,16:00:00,999-999,837-966,F
25/04/2014,16:03:00,777-777,470-128,F
25/04/2014,16:11:00,888-888,668-901,F
25/04/2014,16:12:00,888-888,830-719,I
25/04/2014,16:17:00,888-888,830-719,F
25/04/2014,16:31:00,888-888,795-375,I
25/04/2014,16:33:00,888-888,795-375,F
25/04/2014,16:35:00,999-999,110-733,I
25/04/2014,16:35:00,888-888,860-973,I
25/04/2014,16:38:00,999-999,110-733,F
25/04/2014,16:42:00,777-777,523-638,I
25/04/2014,16:46:00,777-777,523-638,F
25/04/2014,16:50:00,888-888,860-973,F
25/04/2014,16:51:00,888-888,693-046,I
25/04/2014,16:53:00,999-999,494-318,I
25/04/2014,16:54:00,999-999,494-318,F
25/04/2014,16:57:00,777-777,676-556,I
25/04/2014,17:01:00,999-999,884-481,I
25/04/2014,17:10:00,999-999,884-481,F
25/04/2014,17:38:00,888-888,693-046,F
25/04/2014,17:53:00,777-777,676-556,F
25/04/2014,18:01:00,888-888,667-741,I
25/04/2014,18:02:00,888-888,667-741,F
25/04/2014,18:02:00,999-999,952-129,I
25/04/2014,18:10:00,888-888,709-539,I
25/04/2014,18:14:00,777-777,243-240,I
25/04/2014,18:18:00,777-777,243-240,F
25/04/2014,18:24:00,777-777,295-838,I
25/04/2014,18:27:00,777-777,295-838,F
25/04/2014,18:28:00,999-999,952-129,F
25/04/2014,18:29:00,999-999,449-580,I
25/04/2014,18:30:00,999-999,449-580,F
25/04/2014,18:37:00,999-999,774-014,I
25/04/2014,18:42:00,888-888,709-539,F
25/04/2014,18:47:00,888-888,606-969,I
25/04/2014,19:10:00,888-888,606-969,F
25/04/2014,19:11:00,777-777,347-222,I
25/04/2014,19:18:00,999-999,774-014,F
25/04/2014,19:23:00,888-888,799-963,I
25/04/2014,19:26:00,888-888,799-963,F
25/04/2014,19:36:00,777-777,347-222,F
25/04/2014,19:36:00,888-888,160-939,I
25/04/2014,19:42:00,888-888,160-939,F
25/04/2014,19:46:00,999-999,774-014,I
25/04/2014,19:53:00,777-777,638-233,I
25/04/2014,19:54:00,777-777,638-233,F
25/04/2014,19:57:00,777-777,170-652,I
25/04/2014,20:01:00,888-888,826-107,I
25/04/2014,20:08:00,777-777,170-652,F
25/04/2014,20:13:00,999-999,774-014,F
25/04/2014,20:29:00,999-999,812-548,I
25/04/2014,20:39:00,999-999,812-548,F
25/04/2014,20:45:00,777-777,511-261,I
25/04/2014,20:54:00,777-777,511-261,F
25/04/2014,20:58:00,777-777,853-439,I
25/04/2014,20:59:00,777-777,853-439,F
25/04/2014,21:02:00,777-777,641-895,I
25/04/2014,21:07:00,999-999,139-853,I
25/04/2014,21:08:00,777-777,641-895,F
25/04/2014,21:36:00,888-888,826-107,F
25/04/2014,21:37:00,999-999,139-853,F
25/04/2014,21:39:00,888-888,638-233,I
25/04/2014,21:42:00,777-777,524-351,I
25/04/2014,21:54:00,777-777,524-351,F
25/04/2014,22:01:00,888-888,638-233,F
25/04/2014,22:20:00,888-888,711-811,I
25/04/2014,22:20:00,777-777,641-895,I
25/04/2014,22:23:00,888-888,711-811,F
25/04/2014,22:46:00,999-999,876-218,I
25/04/2014,22:49:00,888-888,774-014,I
25/04/2014,22:52:00,999-999,876-218,F
25/04/2014,23:03:00,777-777,641-895,F
25/04/2014,23:12:00,888-888,774-014,F
25/04/2014,23:20:00,888-888,133-919,I
25/04/2014,23:24:00,888-888,133-919,F
25/04/2014,23:36:00,777-777,705-198,I
25/04/2014,23:44:00,777-777,705-198,F
25/04/2014,23:59:00,999-999,910-460,I
26/04/2014,00:07:00,999-999,910-460,F
26/04/2014,00:30:00,888-888,449-655,I
26/04/2014,00:33:00,888-888,449-655,F
26/04/2014,00:33:00,888-888,148-880,I
26/04/2014,02:16:00,999-999,598-389,I
26/04/2014,02:17:00,777-777,521-151,I
26/04/2014,02:24:00,888-888,148-880,F
26/04/2014,02:24:00,888-888,736-976,I
26/04/2014,02:31:00,777-777,521-151,F
26/04/2014,02:33:00,999-999,598-389,F
26/04/2014,02:58:00,888-888,736-976,F
26/04/2014,03:07:00,888-888,286-218,I
26/04/2014,03:21:00,999-999,829-984,I
26/04/2014,03:23:00,777-777,761-931,I
26/04/2014,03:42:00,777-777,761-931,F
26/04/2014,03:45:00,999-999,829-984,F
26/04/2014,04:11:00,777-777,374-261,I
26/04/2014,04:12:00,999-999,276-237,I
26/04/2014,04:20:00,888-888,286-218,F
26/04/2014,04:38:00,777-777,374-261,F
26/04/2014,05:00:00,999-999,276-237,F
26/04/2014,05:11:00,999-999,394-441,I
26/04/2014,05:23:00,888-888,309-289,I
26/04/2014,05:24:00,999-999,394-441,F
26/04/2014,05:28:00,777-777,511-592,I
26/04/2014,05:38:00,777-777,511-592,F
26/04/2014,05:39:00,777-777,205-205,I
26/04/2014,05:46:00,999-999,830-001,I
26/04/2014,06:01:00,888-888,309-289,F
26/04/2014,06:05:00,999-999,830-001,F
26/04/2014,06:20:00,888-888,598-558,I
26/04/2014,06:41:00,777-777,205-205,F
26/04/2014,06:42:00,888-888,598-558,F
26/04/2014,06:51:00,777-777,192-992,I
26/04/2014,07:03:00,888-888,374-261,I
26/04/2014,07:04:00,999-999,096-996,I
26/04/2014,07:04:00,888-888,374-261,F
26/04/2014,07:09:00,999-999,096-996,F
26/04/2014,07:16:00,888-888,264-323,I
26/04/2014,07:18:00,999-999,830-719,I
26/04/2014,07:25:00,999-999,830-719,F
26/04/2014,07:30:00,777-777,192-992,F
26/04/2014,07:34:00,999-999,386-800,I
26/04/2014,07:39:00,777-777,894-693,I
26/04/2014,08:03:00,999-999,386-800,F
26/04/2014,08:06:00,777-777,894-693,F
26/04/2014,08:07:00,888-888,264-323,F
26/04/2014,08:08:00,999-999,131-864,I
26/04/2014,08:10:00,888-888,530-135,I
26/04/2014,08:18:00,999-999,131-864,F
26/04/2014,08:35:00,777-777,876-218,I
26/04/2014,08:43:00,888-888,530-135,F
26/04/2014,08:49:00,999-999,829-984,I
26/04/2014,09:07:00,888-888,133-919,I
26/04/2014,09:09:00,888-888,133-919,F
26/04/2014,09:25:00,777-777,876-218,F
26/04/2014,09:28:00,777-777,128-973,I
26/04/2014,09:33:00,777-777,128-973,F
26/04/2014,09:37:00,888-888,264-323,I
26/04/2014,09:47:00,777-777,668-901,I
26/04/2014,09:51:00,999-999,829-984,F
26/04/2014,10:04:00,888-888,264-323,F
26/04/2014,10:15:00,888-888,812-548,I
26/04/2014,10:25:00,888-888,812-548,F
26/04/2014,10:28:00,777-777,668-901,F
26/04/2014,10:49:00,999-999,243-240,I
26/04/2014,10:52:00,888-888,384-737,I
26/04/2014,10:52:00,777-777,910-460,I
26/04/2014,10:56:00,999-999,243-240,F
26/04/2014,11:55:00,777-777,910-460,F
26/04/2014,11:58:00,777-777,744-955,I
26/04/2014,12:09:00,999-999,368-095,I
26/04/2014,12:10:00,777-777,744-955,F
26/04/2014,12:12:00,888-888,384-737,F
26/04/2014,12:22:00,888-888,368-095,I
26/04/2014,12:34:00,777-777,530-135,I
26/04/2014,12:36:00,888-888,368-095,F
26/04/2014,12:54:00,777-777,530-135,F
26/04/2014,13:05:00,999-999,368-095,F
26/04/2014,13:20:00,777-777,550-515,I
26/04/2014,13:33:00,999-999,128-973,I
26/04/2014,13:48:00,888-888,569-307,I
26/04/2014,13:51:00,777-777,550-515,F
26/04/2014,13:57:00,777-777,270-713,I
26/04/2014,13:59:00,999-999,128-973,F
26/04/2014,14:00:00,999-999,550-515,I
26/04/2014,14:06:00,777-777,270-713,F
26/04/2014,14:12:00,888-888,569-307,F
26/04/2014,14:25:00,999-999,550-515,F
26/04/2014,14:27:00,888-888,638-077,I
26/04/2014,14:30:00,888-888,638-077,F
26/04/2014,14:31:00,999-999,560-747,I
26/04/2014,14:54:00,999-999,560-747,F
26/04/2014,15:01:00,777-777,127-743,I
26/04/2014,15:22:00,777-777,127-743,F
26/04/2014,15:35:00,999-999,545-330,I
26/04/2014,15:49:00,888-888,729-133,I
26/04/2014,15:59:00,888-888,729-133,F
26/04/2014,15:59:00,777-777,700-151,I
26/04/2014,16:25:00,999-999,545-330,F
26/04/2014,16:37:00,999-999,638-233,I
26/04/2014,16:55:00,999-999,638-233,F
26/04/2014,17:28:00,999-999,638-233,I
26/04/2014,17:36:00,999-999,638-233,F
26/04/2014,17:39:00,888-888,441-856,I
26/04/2014,17:40:00,999-999,778-692,I
26/04/2014,17:41:00,999-999,778-692,F
26/04/2014,17:53:00,777-777,700-151,F
26/04/2014,17:55:00,888-888,441-856,F
26/04/2014,17:56:00,888-888,295-838,I
26/04/2014,18:04:00,888-888,295-838,F
26/04/2014,18:06:00,777-777,384-737,I
26/04/2014,18:06:00,777-777,384-737,F
26/04/2014,18:07:00,777-777,850-469,I
26/04/2014,18:09:00,777-777,850-469,F
26/04/2014,18:09:00,999-999,853-439,I
26/04/2014,18:19:00,999-999,853-439,F
26/04/2014,18:20:00,888-888,286-218,I
26/04/2014,18:22:00,999-999,441-856,I
26/04/2014,18:29:00,777-777,734-320,I
26/04/2014,18:41:00,999-999,441-856,F
26/04/2014,18:56:00,777-777,734-320,F
26/04/2014,19:00:00,777-777,437-032,I
26/04/2014,19:02:00,999-999,654-531,I
26/04/2014,19:18:00,999-999,654-531,F
26/04/2014,19:27:00,999-999,693-046,I
26/04/2014,19:31:00,777-777,437-032,F
26/04/2014,19:55:00,777-777,778-383,I
26/04/2014,19:59:00,777-777,778-383,F
26/04/2014,19:59:00,999-999,693-046,F
26/04/2014,20:09:00,888-888,286-218,F
26/04/2014,20:12:00,888-888,664-435,I
26/04/2014,20:16:00,777-777,426-972,I
26/04/2014,20:21:00,777-777,426-972,F
26/04/2014,20:41:00,777-777,853-439,I
26/04/2014,21:11:00,999-999,354-512,I
26/04/2014,21:14:00,999-999,354-512,F
26/04/2014,21:15:00,888-888,664-435,F
26/04/2014,21:53:00,999-999,156-115,I
26/04/2014,21:53:00,888-888,449-580,I
26/04/2014,22:04:00,888-888,449-580,F
26/04/2014,22:05:00,888-888,148-880,I
26/04/2014,22:06:00,888-888,148-880,F
26/04/2014,22:10:00,999-999,156-115,F
26/04/2014,22:21:00,999-999,638-233,I
26/04/2014,22:31:00,999-999,638-233,F
26/04/2014,22:40:00,888-888,102-704,I
26/04/2014,22:54:00,777-777,853-439,F
26/04/2014,22:57:00,999-999,566-456,I
26/04/2014,23:09:00,999-999,566-456,F
26/04/2014,23:21:00,888-888,102-704,F
26/04/2014,23:21:00,888-888,651-336,I
26/04/2014,23:31:00,888-888,651-336,F
26/04/2014,23:35:00,999-999,638-077,I
26/04/2014,23:43:00,777-777,523-638,I
26/04/2014,23:52:00,777-777,523-638,F
26/04/2014,23:52:00,777-777,829-984,I
26/04/2014,23:53:00,888-888,830-001,I
26/04/2014,23:54:00,777-777,829-984,F
27/04/2014,00:08:00,999-999,638-077,F
27/04/2014,00:13:00,777-777,334-388,I
27/04/2014,00:25:00,999-999,374-261,I
27/04/2014,00:31:00,999-999,374-261,F
27/04/2014,01:03:00,777-777,334-388,F
27/04/2014,01:17:00,777-777,709-539,I
27/04/2014,01:54:00,888-888,830-001,F
27/04/2014,02:03:00,888-888,644-829,I
27/04/2014,02:15:00,888-888,644-829,F
27/04/2014,02:38:00,777-777,709-539,F
27/04/2014,02:46:00,999-999,570-391,I
27/04/2014,02:50:00,777-777,334-388,I
27/04/2014,02:59:00,888-888,170-652,I
27/04/2014,03:00:00,888-888,170-652,F
27/04/2014,03:00:00,999-999,570-391,F
27/04/2014,03:03:00,777-777,334-388,F
27/04/2014,03:18:00,777-777,518-403,I
27/04/2014,03:26:00,777-777,518-403,F
27/04/2014,03:28:00,777-777,836-032,I
27/04/2014,03:50:00,888-888,131-864,I
27/04/2014,04:09:00,888-888,131-864,F
27/04/2014,04:13:00,999-999,129-360,I
27/04/2014,04:19:00,777-777,836-032,F
27/04/2014,04:24:00,888-888,468-349,I
27/04/2014,04:38:00,999-999,129-360,F
27/04/2014,04:59:00,777-777,569-307,I
27/04/2014,05:35:00,777-777,569-307,F
27/04/2014,06:03:00,999-999,394-441,I
27/04/2014,06:09:00,999-999,394-441,F
27/04/2014,06:10:00,777-777,449-580,I
27/04/2014,06:20:00,999-999,962-084,I
27/04/2014,06:32:00,999-999,962-084,F
27/04/2014,06:52:00,999-999,638-077,I
27/04/2014,07:01:00,777-777,449-580,F
27/04/2014,07:04:00,777-777,569-307,I
27/04/2014,07:10:00,999-999,638-077,F
27/04/2014,07:12:00,888-888,468-349,F
27/04/2014,07:12:00,999-999,850-469,I
27/04/2014,07:19:00,999-999,850-469,F
27/04/2014,07:20:00,999-999,518-403,I
27/04/2014,07:37:00,777-777,569-307,F
27/04/2014,08:01:00,777-777,884-481,I
27/04/2014,08:31:00,888-888,192-992,I
27/04/2014,09:04:00,777-777,884-481,F
27/04/2014,09:13:00,777-777,606-969,I
27/04/2014,09:21:00,888-888,192-992,F
27/04/2014,09:24:00,888-888,186-069,I
27/04/2014,09:27:00,999-999,518-403,F
27/04/2014,09:33:00,999-999,644-829,I
27/04/2014,09:33:00,777-777,606-969,F
27/04/2014,09:38:00,777-777,203-051,I
27/04/2014,10:14:00,888-888,186-069,F
27/04/2014,10:28:00,888-888,148-880,I
27/04/2014,10:43:00,999-999,644-829,F
27/04/2014,10:49:00,777-777,203-051,F
27/04/2014,11:03:00,777-777,286-218,I
27/04/2014,11:05:00,777-777,286-218,F
27/04/2014,11:06:00,888-888,148-880,F
27/04/2014,11:11:00,999-999,139-853,I
